"","name","year","rank","sex"
"6172","Sena","1999","49","F"
"6173","Sevda","1999","66","F"
"6174","Sevgi","1999","60","F"
"6175","Songül","1999","44","F"
"6176","Sultan","1999","55","F"
"6177","Sümeyye","1999","36","F"
"6178","Sibel","1999","45","F"
"6179","Simge","1999","80","F"
"6180","Sinem","1999","53","F"
"6181","Tuba","1999","75","F"
"6182","Tuğba","1999","26","F"
"6183","Tuğçe","1999","25","F"
"6184","Yaren","1999","61","F"
"6185","Yasemin","1999","32","F"
"6186","Yağmur","1999","51","F"
"6187","Zehra","1999","14","F"
"6188","Zeliha","1999","78","F"
"6189","Zeynep","1999","2","F"
"6190","Çiğdem","1999","93","F"
"6191","Özge","1999","38","F"
"6192","Özlem","1999","21","F"
"6193","Öznur","1999","99","F"
"6194","İlayda","1999","46","F"
"6195","İlknur","1999","73","F"
"6196","İpek","1999","85","F"
"6197","İrem","1999","12","F"
"6198","Şevval","1999","83","F"
"6199","Şeyma","1999","41","F"
"6200","Şule","1999","77","F"
"6201","Aleyna","2000","15","F"
"6202","Arzu","2000","78","F"
"6203","Aslı","2000","77","F"
"6204","Ayşe","2000","7","F"
"6205","Ayşe nur","2000","73","F"
"6206","Ayşegül","2000","32","F"
"6207","Ayşenur","2000","26","F"
"6208","Bahar","2000","50","F"
"6209","Berfin","2000","45","F"
"6210","Berna","2000","94","F"
"6211","Berivan","2000","53","F"
"6212","Betül","2000","23","F"
"6213","Beyza","2000","16","F"
"6214","Beyza nur","2000","64","F"
"6215","Beyzanur","2000","59","F"
"6216","Burcu","2000","72","F"
"6217","Buse","2000","31","F"
"6218","Büşra","2000","5","F"
"6219","Cansu","2000","36","F"
"6220","Ceren","2000","47","F"
"6221","Ceyda","2000","99","F"
"6222","Ceylan","2000","81","F"
"6223","Damla","2000","70","F"
"6224","Deniz","2000","87","F"
"6225","Derya","2000","35","F"
"6226","Duygu","2000","71","F"
"6227","Dilan","2000","28","F"
"6228","Dilara","2000","25","F"
"6229","Dilek","2000","63","F"
"6230","Ebru","2000","21","F"
"6231","Ece","2000","49","F"
"6232","Eda","2000","37","F"
"6233","Edanur","2000","38","F"
"6234","Elif","2000","4","F"
"6235","Emine","2000","9","F"
"6236","Esma","2000","54","F"
"6237","Esra","2000","6","F"
"6238","Ezgi","2000","62","F"
"6239","Fatma","2000","3","F"
"6240","Fatma nur","2000","65","F"
"6241","Fatmanur","2000","88","F"
"6242","Gamze","2000","14","F"
"6243","Gülcan","2000","93","F"
"6244","Gülsüm","2000","92","F"
"6245","Gizem","2000","17","F"
"6246","Hacer","2000","90","F"
"6247","Halime","2000","98","F"
"6248","Hatice","2000","10","F"
"6249","Hilal","2000","20","F"
"6250","Kader","2000","24","F"
"6251","Kardelen","2000","95","F"
"6252","Kübra","2000","8","F"
"6253","Leyla","2000","69","F"
"6254","Melek","2000","56","F"
"6255","Melike","2000","18","F"
"6256","Melisa","2000","22","F"
"6257","Merve","2000","2","F"
"6258","Meryem","2000","29","F"
"6259","Nazlı","2000","89","F"
"6260","Neslihan","2000","74","F"
"6261","Pınar","2000","46","F"
"6262","Rabia","2000","12","F"
"6263","Rukiye","2000","86","F"
"6264","Rumeysa","2000","76","F"
"6265","Rümeysa","2000","80","F"
"6266","Seda","2000","67","F"
"6267","Sedanur","2000","66","F"
"6268","Seher","2000","41","F"
"6269","Selin","2000","51","F"
"6270","Sema","2000","85","F"
"6271","Semanur","2000","57","F"
"6272","Sena","2000","48","F"
"6273","Sevda","2000","79","F"
"6274","Sevgi","2000","68","F"
"6275","Songül","2000","52","F"
"6276","Sude","2000","91","F"
"6277","Sultan","2000","61","F"
"6278","Sümeyye","2000","44","F"
"6279","Sibel","2000","55","F"
"6280","Simge","2000","96","F"
"6281","Sinem","2000","58","F"
"6282","Tuba","2000","84","F"
"6283","Tuğba","2000","30","F"
"6284","Tuğçe","2000","27","F"
"6285","Yaren","2000","60","F"
"6286","Yasemin","2000","39","F"
"6287","Yağmur","2000","40","F"
"6288","Zehra","2000","13","F"
"6289","Zeliha","2000","83","F"
"6290","Zeynep","2000","1","F"
"6291","Özge","2000","42","F"
"6292","Özlem","2000","19","F"
"6293","Öznur","2000","97","F"
"6294","İlayda","2000","34","F"
"6295","İlknur","2000","75","F"
"6296","İpek","2000","100","F"
"6297","İrem","2000","11","F"
"6298","Şevval","2000","33","F"
"6299","Şeyma","2000","43","F"
"6300","Şule","2000","82","F"
"6301","Aleyna","2001","16","F"
"6302","Arzu","2001","86","F"
"6303","Aslı","2001","57","F"
"6304","Ayşe","2001","8","F"
"6305","Ayşe nur","2001","73","F"
"6306","Ayşegül","2001","34","F"
"6307","Ayşenur","2001","26","F"
"6308","Bahar","2001","60","F"
"6309","Berfin","2001","42","F"
"6310","Berivan","2001","61","F"
"6311","Betül","2001","24","F"
"6312","Beyza","2001","14","F"
"6313","Beyza nur","2001","54","F"
"6314","Beyzanur","2001","43","F"
"6315","Buket","2001","100","F"
"6316","Burcu","2001","78","F"
"6317","Buse","2001","22","F"
"6318","Büşra","2001","6","F"
"6319","Cansu","2001","40","F"
"6320","Ceren","2001","41","F"
"6321","Ceyda","2001","91","F"
"6322","Damla","2001","35","F"
"6323","Deniz","2001","90","F"
"6324","Derya","2001","36","F"
"6325","Duygu","2001","59","F"
"6326","Dilan","2001","27","F"
"6327","Dilara","2001","17","F"
"6328","Dilek","2001","72","F"
"6329","Ebru","2001","29","F"
"6330","Ece","2001","68","F"
"6331","Eda","2001","44","F"
"6332","Edanur","2001","30","F"
"6333","Elif","2001","3","F"
"6334","Emine","2001","10","F"
"6335","Esma","2001","56","F"
"6336","Esra","2001","5","F"
"6337","Ezgi","2001","70","F"
"6338","Fatma","2001","4","F"
"6339","Fatma nur","2001","64","F"
"6340","Fatmanur","2001","83","F"
"6341","Gamze","2001","18","F"
"6342","Gülcan","2001","89","F"
"6343","Gülsüm","2001","94","F"
"6344","Gizem","2001","19","F"
"6345","Hacer","2001","98","F"
"6346","Hatice","2001","12","F"
"6347","Helin","2001","65","F"
"6348","Hilal","2001","25","F"
"6349","Kader","2001","33","F"
"6350","Kardelen","2001","99","F"
"6351","Kübra","2001","13","F"
"6352","Leyla","2001","79","F"
"6353","Melek","2001","46","F"
"6354","Melike","2001","9","F"
"6355","Melisa","2001","20","F"
"6356","Merve","2001","2","F"
"6357","Meryem","2001","31","F"
"6358","Nazlı","2001","80","F"
"6359","Nazlıcan","2001","97","F"
"6360","Neslihan","2001","85","F"
"6361","Nurcan","2001","74","F"
"6362","Pınar","2001","63","F"
"6363","Rabia","2001","11","F"
"6364","Rukiye","2001","95","F"
"6365","Rumeysa","2001","76","F"
"6366","Rümeysa","2001","77","F"
"6367","Seda","2001","84","F"
"6368","Sedanur","2001","62","F"
"6369","Seher","2001","53","F"
"6370","Selin","2001","52","F"
"6371","Sema","2001","92","F"
"6372","Semanur","2001","39","F"
"6373","Sena","2001","50","F"
"6374","Sevda","2001","87","F"
"6375","Sevgi","2001","71","F"
"6376","Sıla","2001","93","F"
"6377","Songül","2001","66","F"
"6378","Sude","2001","47","F"
"6379","Sultan","2001","67","F"
"6380","Sümeyye","2001","45","F"
"6381","Sibel","2001","69","F"
"6382","Sinem","2001","51","F"
"6383","Tuba","2001","88","F"
"6384","Tuğba","2001","38","F"
"6385","Tuğçe","2001","37","F"
"6386","Yaren","2001","49","F"
"6387","Yasemin","2001","48","F"
"6388","Yağmur","2001","32","F"
"6389","Zehra","2001","15","F"
"6390","Zeliha","2001","82","F"
"6391","Zeynep","2001","1","F"
"6392","Çağla","2001","81","F"
"6393","Özge","2001","55","F"
"6394","Özlem","2001","23","F"
"6395","İlayda","2001","21","F"
"6396","İlknur","2001","75","F"
"6397","İrem","2001","7","F"
"6398","Şevval","2001","28","F"
"6399","Şeyma","2001","58","F"
"6400","Şule","2001","96","F"
"6401","Aleyna","2002","16","F"
"6402","Arzu","2002","93","F"
"6403","Aslı","2002","62","F"
"6404","Ayşe","2002","7","F"
"6405","Ayşe nur","2002","78","F"
"6406","Ayşegül","2002","28","F"
"6407","Ayşenur","2002","26","F"
"6408","Bahar","2002","44","F"
"6409","Berfin","2002","48","F"
"6410","Berivan","2002","34","F"
"6411","Betül","2002","25","F"
"6412","Beyza","2002","15","F"
"6413","Beyza nur","2002","61","F"
"6414","Beyzanur","2002","50","F"
"6415","Burcu","2002","88","F"
"6416","Buse","2002","22","F"
"6417","Büşra","2002","9","F"
"6418","Cansu","2002","47","F"
"6419","Ceren","2002","30","F"
"6420","Ceyda","2002","84","F"
"6421","Damla","2002","51","F"
"6422","Deniz","2002","83","F"
"6423","Derya","2002","46","F"
"6424","Duygu","2002","33","F"
"6425","Dilan","2002","35","F"
"6426","Dilara","2002","11","F"
"6427","Dilek","2002","76","F"
"6428","Ebru","2002","38","F"
"6429","Ece","2002","70","F"
"6430","Eda","2002","56","F"
"6431","Edanur","2002","31","F"
"6432","Elif","2002","2","F"
"6433","Emine","2002","8","F"
"6434","Esma","2002","52","F"
"6435","Esmanur","2002","100","F"
"6436","Esra","2002","6","F"
"6437","Ezgi","2002","71","F"
"6438","Fatma","2002","5","F"
"6439","Fatma nur","2002","64","F"
"6440","Fatmanur","2002","82","F"
"6441","Gamze","2002","23","F"
"6442","Gülcan","2002","85","F"
"6443","Gülsüm","2002","95","F"
"6444","Gizem","2002","20","F"
"6445","Hacer","2002","92","F"
"6446","Hatice","2002","12","F"
"6447","Helin","2002","58","F"
"6448","Hilal","2002","27","F"
"6449","Kader","2002","32","F"
"6450","Kübra","2002","17","F"
"6451","Leyla","2002","81","F"
"6452","Melek","2002","40","F"
"6453","Melike","2002","14","F"
"6454","Melisa","2002","21","F"
"6455","Merve","2002","3","F"
"6456","Meryem","2002","37","F"
"6457","Nazlı","2002","72","F"
"6458","Nazlıcan","2002","65","F"
"6459","Neslihan","2002","90","F"
"6460","Nurcan","2002","86","F"
"6461","Pınar","2002","57","F"
"6462","Rabia","2002","13","F"
"6463","Rukiye","2002","98","F"
"6464","Rumeysa","2002","75","F"
"6465","Rümeysa","2002","74","F"
"6466","Seda","2002","99","F"
"6467","Sedanur","2002","79","F"
"6468","Sedef","2002","89","F"
"6469","Seher","2002","63","F"
"6470","Selin","2002","45","F"
"6471","Sema","2002","97","F"
"6472","Semanur","2002","49","F"
"6473","Sena","2002","53","F"
"6474","Sevda","2002","96","F"
"6475","Sevgi","2002","77","F"
"6476","Sıla","2002","66","F"
"6477","Songül","2002","60","F"
"6478","Sude","2002","36","F"
"6479","Sultan","2002","69","F"
"6480","Sümeyye","2002","42","F"
"6481","Sibel","2002","67","F"
"6482","Simge","2002","94","F"
"6483","Sinem","2002","39","F"
"6484","Tuba","2002","91","F"
"6485","Tuğba","2002","43","F"
"6486","Tuğçe","2002","55","F"
"6487","Yaren","2002","41","F"
"6488","Yasemin","2002","54","F"
"6489","Yağmur","2002","19","F"
"6490","Zehra","2002","10","F"
"6491","Zeliha","2002","87","F"
"6492","Zeynep","2002","1","F"
"6493","Çağla","2002","73","F"
"6494","Özge","2002","68","F"
"6495","Özlem","2002","29","F"
"6496","İlayda","2002","18","F"
"6497","İlknur","2002","80","F"
"6498","İrem","2002","4","F"
"6499","Şevval","2002","24","F"
"6500","Şeyma","2002","59","F"
"6501","Aleyna","2003","15","F"
"6502","Aslı","2003","65","F"
"6503","Ayşe","2003","10","F"
"6504","Ayşe nur","2003","85","F"
"6505","Ayşegül","2003","35","F"
"6506","Ayşenur","2003","37","F"
"6507","Azra","2003","72","F"
"6508","Bahar","2003","34","F"
"6509","Berfin","2003","38","F"
"6510","Berivan","2003","24","F"
"6511","Betül","2003","29","F"
"6512","Beyza","2003","13","F"
"6513","Beyza nur","2003","67","F"
"6514","Beyzanur","2003","50","F"
"6515","Buse","2003","26","F"
"6516","Büşra","2003","14","F"
"6517","Cansu","2003","55","F"
"6518","Ceren","2003","19","F"
"6519","Ceyda","2003","80","F"
"6520","Damla","2003","62","F"
"6521","Deniz","2003","81","F"
"6522","Derya","2003","60","F"
"6523","Duygu","2003","43","F"
"6524","Dilan","2003","41","F"
"6525","Dilara","2003","22","F"
"6526","Dilek","2003","88","F"
"6527","Ebrar","2003","97","F"
"6528","Ebru","2003","47","F"
"6529","Ece","2003","61","F"
"6530","Eda","2003","56","F"
"6531","Edanur","2003","31","F"
"6532","Elif","2003","3","F"
"6533","Emine","2003","9","F"
"6534","Esma","2003","45","F"
"6535","Esmanur","2003","92","F"
"6536","Esra","2003","7","F"
"6537","Eylül","2003","98","F"
"6538","Ezgi","2003","74","F"
"6539","Fatma","2003","6","F"
"6540","Fatma nur","2003","66","F"
"6541","Fatmanur","2003","84","F"
"6542","Gamze","2003","27","F"
"6543","Gülcan","2003","96","F"
"6544","Gizem","2003","32","F"
"6545","Hacer","2003","99","F"
"6546","Hatice","2003","12","F"
"6547","Helin","2003","28","F"
"6548","Hilal","2003","30","F"
"6549","Kader","2003","49","F"
"6550","Kübra","2003","17","F"
"6551","Leyla","2003","91","F"
"6552","Melek","2003","42","F"
"6553","Melike","2003","18","F"
"6554","Melisa","2003","36","F"
"6555","Merve","2003","5","F"
"6556","Meryem","2003","33","F"
"6557","Nazar","2003","25","F"
"6558","Nazlı","2003","75","F"
"6559","Nazlıcan","2003","77","F"
"6560","Neslihan","2003","90","F"
"6561","Nurcan","2003","93","F"
"6562","Nisanur","2003","73","F"
"6563","Pınar","2003","48","F"
"6564","Rabia","2003","8","F"
"6565","Rojin","2003","51","F"
"6566","Rukiye","2003","100","F"
"6567","Rumeysa","2003","76","F"
"6568","Rümeysa","2003","71","F"
"6569","Sedanur","2003","89","F"
"6570","Seher","2003","68","F"
"6571","Selin","2003","58","F"
"6572","Semanur","2003","52","F"
"6573","Sena","2003","57","F"
"6574","Sevgi","2003","82","F"
"6575","Sıla","2003","2","F"
"6576","Songül","2003","69","F"
"6577","Sude","2003","20","F"
"6578","Sudenaz","2003","39","F"
"6579","Sudenur","2003","95","F"
"6580","Sultan","2003","70","F"
"6581","Sümeyye","2003","44","F"
"6582","Sibel","2003","79","F"
"6583","Sinem","2003","54","F"
"6584","Tuba","2003","94","F"
"6585","Tuğba","2003","53","F"
"6586","Tuğçe","2003","63","F"
"6587","Yaren","2003","46","F"
"6588","Yasemin","2003","59","F"
"6589","Yağmur","2003","21","F"
"6590","Zehra","2003","11","F"
"6591","Zeliha","2003","83","F"
"6592","Zerda","2003","86","F"
"6593","Zeynep","2003","1","F"
"6594","Özge","2003","78","F"
"6595","Özlem","2003","40","F"
"6596","İlayda","2003","16","F"
"6597","İlknur","2003","87","F"
"6598","İrem","2003","4","F"
"6599","Şevval","2003","23","F"
"6600","Şeyma","2003","64","F"
"6601","Aleyna","2004","14","F"
"6602","Aslı","2004","73","F"
"6603","Ayşe","2004","9","F"
"6604","Ayşe nur","2004","97","F"
"6605","Ayşegül","2004","38","F"
"6606","Ayşenur","2004","37","F"
"6607","Azra","2004","46","F"
"6608","Bahar","2004","43","F"
"6609","Berfin","2004","21","F"
"6610","Berivan","2004","41","F"
"6611","Betül","2004","31","F"
"6612","Beyza","2004","15","F"
"6613","Beyza nur","2004","82","F"
"6614","Beyzanur","2004","52","F"
"6615","Buse","2004","25","F"
"6616","Büşra","2004","20","F"
"6617","Cansu","2004","54","F"
"6618","Ceren","2004","18","F"
"6619","Ceyda","2004","84","F"
"6620","Damla","2004","67","F"
"6621","Deniz","2004","92","F"
"6622","Derya","2004","65","F"
"6623","Duygu","2004","60","F"
"6624","Dilan","2004","22","F"
"6625","Dilara","2004","28","F"
"6626","Dilek","2004","91","F"
"6627","Ebrar","2004","87","F"
"6628","Ebru","2004","63","F"
"6629","Ece","2004","55","F"
"6630","Eda","2004","58","F"
"6631","Edanur","2004","39","F"
"6632","Elif","2004","2","F"
"6633","Emine","2004","11","F"
"6634","Esma","2004","24","F"
"6635","Esmanur","2004","64","F"
"6636","Esra","2004","7","F"
"6637","Eylül","2004","69","F"
"6638","Ezgi","2004","83","F"
"6639","Fatma","2004","6","F"
"6640","Fatma nur","2004","70","F"
"6641","Fatmanur","2004","79","F"
"6642","Gamze","2004","30","F"
"6643","Gizem","2004","36","F"
"6644","Hatice","2004","10","F"
"6645","Hazal","2004","89","F"
"6646","Helin","2004","32","F"
"6647","Hilal","2004","34","F"
"6648","Irmak","2004","85","F"
"6649","Kader","2004","61","F"
"6650","Kardelen","2004","93","F"
"6651","Kübra","2004","23","F"
"6652","Melek","2004","44","F"
"6653","Melike","2004","17","F"
"6654","Melisa","2004","33","F"
"6655","Merve","2004","5","F"
"6656","Meryem","2004","27","F"
"6657","Nazar","2004","51","F"
"6658","Nazlı","2004","86","F"
"6659","Nehir","2004","95","F"
"6660","Neslihan","2004","98","F"
"6661","Nisa","2004","76","F"
"6662","Nisanur","2004","49","F"
"6663","Pınar","2004","53","F"
"6664","Rabia","2004","8","F"
"6665","Rojin","2004","77","F"
"6666","Rumeysa","2004","59","F"
"6667","Rümeysa","2004","42","F"
"6668","Seher","2004","75","F"
"6669","Selin","2004","47","F"
"6670","Semanur","2004","48","F"
"6671","Sena","2004","57","F"
"6672","Sevgi","2004","94","F"
"6673","Sıla","2004","3","F"
"6674","Songül","2004","74","F"
"6675","Sude","2004","13","F"
"6676","Sudenaz","2004","26","F"
"6677","Sudenur","2004","80","F"
"6678","Sultan","2004","72","F"
"6679","Sümeyye","2004","40","F"
"6680","Sibel","2004","99","F"
"6681","Sinem","2004","56","F"
"6682","Tuba","2004","88","F"
"6683","Tuğba","2004","35","F"
"6684","Tuğçe","2004","62","F"
"6685","Tülin","2004","68","F"
"6686","Yaren","2004","50","F"
"6687","Yasemin","2004","66","F"
"6688","Yağmur","2004","16","F"
"6689","Zehra","2004","12","F"
"6690","Zeliha","2004","81","F"
"6691","Zeynep","2004","1","F"
"6692","Özge","2004","78","F"
"6693","Özlem","2004","45","F"
"6694","İlayda","2004","19","F"
"6695","İlknur","2004","90","F"
"6696","İpek","2004","96","F"
"6697","İrem","2004","4","F"
"6698","Şevval","2004","29","F"
"6699","Şeyma","2004","71","F"
"6700","Şilan","2004","100","F"
"6701","Aleyna","2005","14","F"
"6702","Aslı","2005","78","F"
"6703","Ayşe","2005","13","F"
"6704","Ayşe nur","2005","99","F"
"6705","Ayşegül","2005","42","F"
"6706","Ayşenur","2005","36","F"
"6707","Azra","2005","41","F"
"6708","Bahar","2005","62","F"
"6709","Berfin","2005","27","F"
"6710","Berivan","2005","94","F"
"6711","Betül","2005","33","F"
"6712","Beyza","2005","18","F"
"6713","Beyza nur","2005","97","F"
"6714","Beyzanur","2005","57","F"
"6715","Buse","2005","40","F"
"6716","Büşra","2005","3","F"
"6717","Cansu","2005","72","F"
"6718","Ceren","2005","20","F"
"6719","Damla","2005","63","F"
"6720","Deniz","2005","100","F"
"6721","Derya","2005","71","F"
"6722","Duygu","2005","80","F"
"6723","Dilan","2005","28","F"
"6724","Dilara","2005","31","F"
"6725","Dilek","2005","96","F"
"6726","Ebrar","2005","70","F"
"6727","Ebru","2005","77","F"
"6728","Ece","2005","65","F"
"6729","Eda","2005","60","F"
"6730","Edanur","2005","47","F"
"6731","Elanur","2005","92","F"
"6732","Elif","2005","2","F"
"6733","Emine","2005","12","F"
"6734","Esma","2005","21","F"
"6735","Esma nur","2005","90","F"
"6736","Esmanur","2005","48","F"
"6737","Esra","2005","15","F"
"6738","Eylül","2005","30","F"
"6739","Fatma","2005","7","F"
"6740","Fatma nur","2005","64","F"
"6741","Fatmanur","2005","74","F"
"6742","Gamze","2005","32","F"
"6743","Gizem","2005","53","F"
"6744","Hatice","2005","11","F"
"6745","Havin","2005","76","F"
"6746","Hazal","2005","98","F"
"6747","Helin","2005","44","F"
"6748","Hilal","2005","37","F"
"6749","Irmak","2005","43","F"
"6750","Kader","2005","75","F"
"6751","Kardelen","2005","66","F"
"6752","Kübra","2005","26","F"
"6753","Medine","2005","59","F"
"6754","Melek","2005","38","F"
"6755","Melike","2005","16","F"
"6756","Melisa","2005","29","F"
"6757","Merve","2005","4","F"
"6758","Meryem","2005","17","F"
"6759","Nazlı","2005","85","F"
"6760","Nehir","2005","34","F"
"6761","Nisa","2005","35","F"
"6762","Nisa nur","2005","55","F"
"6763","Nisanur","2005","25","F"
"6764","Pınar","2005","79","F"
"6765","Rabia","2005","10","F"
"6766","Rojin","2005","46","F"
"6767","Rumeysa","2005","54","F"
"6768","Rümeysa","2005","39","F"
"6769","Seher","2005","89","F"
"6770","Selin","2005","68","F"
"6771","Semanur","2005","52","F"
"6772","Sena","2005","61","F"
"6773","Sıla","2005","8","F"
"6774","Songül","2005","84","F"
"6775","Sude","2005","24","F"
"6776","Sude naz","2005","83","F"
"6777","Sudenaz","2005","19","F"
"6778","Sudenur","2005","91","F"
"6779","Sultan","2005","73","F"
"6780","Sümeyye","2005","45","F"
"6781","Sinem","2005","56","F"
"6782","Tuana","2005","93","F"
"6783","Tuba","2005","95","F"
"6784","Tuğba","2005","49","F"
"6785","Tuğçe","2005","82","F"
"6786","Yaren","2005","50","F"
"6787","Yasemin","2005","67","F"
"6788","Yağmur","2005","6","F"
"6789","Zehra","2005","9","F"
"6790","Zeliha","2005","81","F"
"6791","Zeynep","2005","1","F"
"6792","Zilan","2005","51","F"
"6793","Özge","2005","87","F"
"6794","Özlem","2005","58","F"
"6795","İlayda","2005","22","F"
"6796","İlknur","2005","86","F"
"6797","İpek","2005","88","F"
"6798","İrem","2005","5","F"
"6799","Şevval","2005","23","F"
"6800","Şeyma","2005","69","F"
"6801","Aleyna","2006","21","F"
"6802","Aslı","2006","74","F"
"6803","Ayşe","2006","15","F"
"6804","Ayşe nur","2006","89","F"
"6805","Ayşegül","2006","39","F"
"6806","Ayşenur","2006","36","F"
"6807","Azra","2006","46","F"
"6808","Bahar","2006","78","F"
"6809","Berfin","2006","30","F"
"6810","Betül","2006","33","F"
"6811","Beyza","2006","20","F"
"6812","Beyza nur","2006","83","F"
"6813","Beyzanur","2006","53","F"
"6814","Buse","2006","48","F"
"6815","Büşra","2006","4","F"
"6816","Cansu","2006","73","F"
"6817","Ceren","2006","13","F"
"6818","Ceyda","2006","99","F"
"6819","Damla","2006","49","F"
"6820","Deniz","2006","96","F"
"6821","Derya","2006","82","F"
"6822","Dilan","2006","42","F"
"6823","Dilara","2006","35","F"
"6824","Ebrar","2006","57","F"
"6825","Ebru","2006","91","F"
"6826","Ece","2006","71","F"
"6827","Eda","2006","84","F"
"6828","Edanur","2006","51","F"
"6829","Ekin","2006","87","F"
"6830","Elanur","2006","76","F"
"6831","Elif","2006","1","F"
"6832","Elif nur","2006","86","F"
"6833","Emine","2006","16","F"
"6834","Esma","2006","31","F"
"6835","Esma nur","2006","59","F"
"6836","Esmanur","2006","29","F"
"6837","Esra","2006","27","F"
"6838","Eylül","2006","24","F"
"6839","Ezgi","2006","100","F"
"6840","Fatma","2006","9","F"
"6841","Fatma nur","2006","60","F"
"6842","Fatmanur","2006","70","F"
"6843","Gamze","2006","47","F"
"6844","Gizem","2006","61","F"
"6845","Hatice","2006","12","F"
"6846","Havin","2006","92","F"
"6847","Hazal","2006","93","F"
"6848","Helin","2006","52","F"
"6849","Hilal","2006","38","F"
"6850","Irmak","2006","41","F"
"6851","Kader","2006","88","F"
"6852","Kardelen","2006","80","F"
"6853","Kevser","2006","97","F"
"6854","Kübra","2006","28","F"
"6855","Medine","2006","8","F"
"6856","Melek","2006","34","F"
"6857","Melike","2006","26","F"
"6858","Melisa","2006","32","F"
"6859","Merve","2006","5","F"
"6860","Meryem","2006","14","F"
"6861","Nazlı","2006","64","F"
"6862","Nehir","2006","18","F"
"6863","Nisa","2006","45","F"
"6864","Nisa nur","2006","58","F"
"6865","Nisanur","2006","25","F"
"6866","Pınar","2006","85","F"
"6867","Rabia","2006","11","F"
"6868","Rojin","2006","54","F"
"6869","Rumeysa","2006","55","F"
"6870","Rümeysa","2006","44","F"
"6871","Seher","2006","98","F"
"6872","Selin","2006","79","F"
"6873","Semanur","2006","50","F"
"6874","Sena","2006","72","F"
"6875","Sıla","2006","6","F"
"6876","Songül","2006","81","F"
"6877","Sude","2006","23","F"
"6878","Sude naz","2006","68","F"
"6879","Sudenaz","2006","22","F"
"6880","Sudenur","2006","69","F"
"6881","Sultan","2006","65","F"
"6882","Sümeyye","2006","40","F"
"6883","Sinem","2006","77","F"
"6884","Tuana","2006","63","F"
"6885","Tuğba","2006","56","F"
"6886","Tuğçe","2006","95","F"
"6887","Yaren","2006","43","F"
"6888","Yasemin","2006","75","F"
"6889","Yağmur","2006","7","F"
"6890","Zehra","2006","10","F"
"6891","Zeliha","2006","90","F"
"6892","Zeynep","2006","2","F"
"6893","Zilan","2006","37","F"
"6894","Özge","2006","94","F"
"6895","Özlem","2006","62","F"
"6896","İlayda","2006","17","F"
"6897","İlknur","2006","67","F"
"6898","İrem","2006","3","F"
"6899","Şevval","2006","19","F"
"6900","Şeyma","2006","66","F"
"6901","Aleyna","2007","23","F"
"6902","Aslı","2007","83","F"
"6903","Ayşe","2007","17","F"
"6904","Ayşegül","2007","35","F"
"6905","Ayşenur","2007","41","F"
"6906","Azra","2007","42","F"
"6907","Bahar","2007","79","F"
"6908","Berfin","2007","27","F"
"6909","Berra","2007","90","F"
"6910","Betül","2007","40","F"
"6911","Beyza","2007","25","F"
"6912","Beyza nur","2007","87","F"
"6913","Beyzanur","2007","59","F"
"6914","Buse","2007","58","F"
"6915","Büşra","2007","8","F"
"6916","Cansu","2007","68","F"
"6917","Ceren","2007","19","F"
"6918","Ceylin","2007","86","F"
"6919","Damla","2007","45","F"
"6920","Deniz","2007","93","F"
"6921","Duru","2007","78","F"
"6922","Dilan","2007","63","F"
"6923","Dilara","2007","38","F"
"6924","Ebrar","2007","51","F"
"6925","Ece","2007","64","F"
"6926","Ecrin","2007","82","F"
"6927","Eda","2007","80","F"
"6928","Edanur","2007","55","F"
"6929","Ela","2007","46","F"
"6930","Elanur","2007","36","F"
"6931","Elif","2007","2","F"
"6932","Elif naz","2007","89","F"
"6933","Elif nur","2007","85","F"
"6934","Emine","2007","20","F"
"6935","Esma","2007","33","F"
"6936","Esma nur","2007","70","F"
"6937","Esmanur","2007","26","F"
"6938","Esra","2007","34","F"
"6939","Eylül","2007","30","F"
"6940","Ezel","2007","97","F"
"6941","Ezgi","2007","99","F"
"6942","Fatma","2007","9","F"
"6943","Fatma nur","2007","57","F"
"6944","Fatmanur","2007","66","F"
"6945","Gamze","2007","53","F"
"6946","Gizem","2007","62","F"
"6947","Hatice","2007","12","F"
"6948","Hayrunnisa","2007","56","F"
"6949","Helin","2007","77","F"
"6950","Hilal","2007","44","F"
"6951","Hiranur","2007","73","F"
"6952","Irmak","2007","39","F"
"6953","Kevser","2007","100","F"
"6954","Kübra","2007","24","F"
"6955","Medine","2007","7","F"
"6956","Melek","2007","32","F"
"6957","Melike","2007","31","F"
"6958","Melisa","2007","37","F"
"6959","Merve","2007","5","F"
"6960","Meryem","2007","16","F"
"6961","Narin","2007","88","F"
"6962","Naz","2007","84","F"
"6963","Nazlı","2007","49","F"
"6964","Nehir","2007","18","F"
"6965","Nisa","2007","47","F"
"6966","Nisa nur","2007","50","F"
"6967","Nisanur","2007","15","F"
"6968","Pınar","2007","94","F"
"6969","Rabia","2007","11","F"
"6970","Rojin","2007","95","F"
"6971","Rumeysa","2007","60","F"
"6972","Rümeysa","2007","48","F"
"6973","Selin","2007","69","F"
"6974","Semanur","2007","52","F"
"6975","Sena","2007","75","F"
"6976","Sıla","2007","6","F"
"6977","Songül","2007","96","F"
"6978","Sude","2007","21","F"
"6979","Sude naz","2007","54","F"
"6980","Sudenaz","2007","13","F"
"6981","Sudenur","2007","72","F"
"6982","Sultan","2007","81","F"
"6983","Sümeyye","2007","28","F"
"6984","Sinem","2007","98","F"
